Farm,Date,Plot,Size,Plant Type,Notes,ID,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23
UTUA18,5/16/23,2,30x30,In,Inga Vera,151,7,5.5,,,,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,In,Inga Vera,152,11.5,11.5,,,,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,Tr,Guanabana,153,4.9,2.65,2.62,2.4,1.35,1.3,1.82,1.17,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,Co,Robusta,154,2.85,2.3,2.55,2.15,2.4,3.05,3.45,1.35,2.72,2.35,3,2.6,2.3,2.75,3.42,1.85,2.75,2.2,2.85,1.95,1.35,1.95,
UTUA18,5/16/23,2,30x30,In,Inga Vera,155,17.8,12.5,14.3,7,,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,Ci,Citrus,156,4.6 *,7,4,7.1,,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,In,Inga Vera,157,1.3,3.6,2.8,4.1,2.55,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,30x30,In,Inga Vera,158,33.5 *,,,,,,,,,,,,,,,,,,,,,,
UTUA18,5/16/23,2,10x10,Tr,Guanabana,NA,4.48,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,9.6,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Tr,Tr,NA,26.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Co,Co ,NA,1.71,2.27,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,8.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,7.3,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,9.9,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,13.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,9.4,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,12.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Tr,Tree,NA,24,31.2,29.8,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,14.4,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Co,Co,NA,2.69,1.4,2.14,0.58,0.87,0.927,1.655,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,7.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,12.2,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,5.49,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,7.2,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Co,Co,NA,1.89,1.545,1.55,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,4.3,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,8.21,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,11.1,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot South,10x10,Ba,Banana,NA,7.9,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Co,Co,NA,1.73,1.12,1.55,1.78,1.78,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Tr,Tree (small),NA,0.74,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,both,Tr,"Big tree, almost dead",159,18.4,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Ci,Citrus,NA,3.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,both,Co,Co,160,2.32,1.49,1.77,1.85,1.61,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Co,Co,161,1.84,0.99,2.07,1.86,1.57,1.21,1.67,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Co,Co,NA,1.78,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Ci,Ci,NA,1.98,1.37,0.84,1.02,0.94,1.32,1.71,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Co,Co,NA,1.94,1,2.24,1.08,1.32,1.71,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,both,Tr,Tree (large),162,20.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,Plot North,10x10,Co,Co,NA,1.12,0.86,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,,163,2.63,0.83,2.19,1.32,2.92,2.38,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,,164,1.53,2.5,1.32,1.21,1.2,1.42,1.36,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,,165,1.45,1.05,0.98,0.77,1.35,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,NA,1.37,1.16,1.84,1.76,1.14,2.07,2.31,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,166,2.05,1.2,1.77,1.22,2.28,1.32,2.54,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,167,13.7,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,168,1.18,2.24,0.9,2.98,1.43,1.86,1.86,1.88,2.64,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,169,11.7,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ci,Citr,170,4.48,3.16,2.15,2.04,2.47,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,171,11.2,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,172,11.4,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,173,1.92,0.94,1.3,2.1,2.55,0.98,1.91,2.45,1.93,1.43,1.41,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Tr,Tree,174,5.23,3.49,3.25,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ci,Citr,175,2.04,0.97,1.25,1.48,1.21,1.05,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,176,16.6,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,177,15.5,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,178,1.96,1.87,2.2,1.36,1.02,2.18,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ci,Citr,179,1.64,1.41,2.02,1.71,2.17,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,180,1.22,1.92,1.72,2.48,2.18,1.66,0.9,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Co,Coffee,181,1.15,1.43,1.69,0.9,1.59,1.46,1.05,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,182,14.1,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ci,Citrus,183,1.45,1.33,1.72,2.08,2.06,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Tr,Mango,184,12.9,,,,,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ci,Citrus,185,2.07,1.57,1.03,1.65,0.92,,,,,,,,,,,,,,,,,,
UTUA20,5/16/23,,30x30,Ba,Banana,186,10.9,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ba,Banana,190,10.6,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,191,24.8,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,In,Inga Vera,192,44,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,193,21.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,194,21,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Big tree,195,44.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,196,52.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,197,17.8,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,198,36,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Big tree,199,41.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Avocado,200,25.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,201,19.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,202,28.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ba,Banana,203,12.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,204,11,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,205,21.8,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ba,Banana,206,11.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ba,Banana,207,11.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,In,Inga Vera,208,24,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,209,67,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,210,13.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,211,36.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,In,Inga Vera,212,18.7,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,213,49.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,214,33.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Dead tree,215,52.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,216,42,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Tr,Guaraguao,217,46.5,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ba,Banana,218,11.3,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,30x30,Ci,Citrus,219,4,3.2,3.8,4,1.5,3,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ba,Banana,NA,8.6,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,8.4,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,2.3,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ba,Banana,NA,9.4,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,1.34,1.57,1.26,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,1.64,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,1.21,1.45,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ba,Banana,NA,7.1,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,2,0.9,1.14,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,1,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ba,Banana,NA,6.4,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Co,Coffee,NA,1.49,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ci,Citrus,NA,0.78,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,,10x10,Ba,Banana,NA,10,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.44,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.37,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.39,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.92,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Tr,Guaraguao,NA,22.9,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.72,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Tr,Guava,NA,21.4,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.07,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Tr,Guava,NA,22.2,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.95,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.87,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,In,Inga Vera,NA,78,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.91,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.82,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.07,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.56,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.07,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Guava,NA,13.5,25.1,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,1.51,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.75,,,,,,,,,,,,,,,,,,,,,,
ADJUCP,5/17/23,Plot 3,10x10,Co,Coffee,NA,0.81,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,220,13.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,221,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,222,10.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,223,15,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,224,14,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,225,12.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,both,Ba,Banana,226,12,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,227,10,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,228,11.7,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,229,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,230,13.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,231,13,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,232,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,233,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,234,14.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,235,11.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,236,11.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,237,10.2,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,238,10.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,239,14.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,240,12.5,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,Both,Ba,Banana,241,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,Both,Ba,Banana,242,11.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,243,13.4,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,244,16.6,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Tr,Roble,245,65.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,246,10.8,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,247,10.7,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,248,10.2,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,Plot 1,30x30,Ba,Banana,249,11,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,,10x10,Ci,Citrus,NA,3.97,3.23,2.57,1.85,1.48,1.52,1.44,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,,10x10,Tr,Avocado,NA,26,,,,,,,,,,,,,,,,,,,,,,
JAYU2/3,5/18/23,,10x10,Tr,Avocado,NA,38.3,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 3,Both,Tr,Tree,250,22.4,18.1,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 3,Both,Ba,Banana,251,11.6,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 3,10x10,Ba,Banana,NA,8.1,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Tr,Tree,252,6.1,6,8.7,5.8,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,253,11,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,254,11.8,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,255,10.7,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,256,10.1,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,257,10.3,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,258,10.2,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,259,10.5,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,260,14.6,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,,30x30,Ba,Banana,261,12.8,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,1.22,2.75,1.79,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,1.07,0.9,1.01,1.74,1.62,1.11,1.36,1.705,2.49,0.88,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Ba,Banana,NA,15.2,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Ba,Banana,NA,13,,,,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,1.1,1.3,1.5,1.7,2.65,,,,,,,,,,,,,,,,,,
