Farm,Date,Plot,Size,Plant Type,Notes,ID,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,1.68,2.3,2.75,0.97,,,,,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,1.6,3.2,2.8,2.2,1.6,3.05,2.21,1.82,,,,,,,,,,,,,,,
UTUA30,5/18/23,Plot 2,10x10,Co,Coffee,NA,2.07,1.74,3.32,1.62,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,P Maria,NA,2.17,1.04,2.3,1.64,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Teak,NA,2.08,2.13,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,"Trees in the 'abandoned' plot, looked like secondary succesion, near the lake. Young trees. ",NA,1.21,1.57,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.47,0.8,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Teak,NA,25.5,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.7,1.46,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.06,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.31,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4.22,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.51,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.58,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4.04,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.58,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.83,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Dead Tree,NA,14.3,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.35,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.12,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.81,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.19,3,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.11,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.1,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.59,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.12,2.15,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.12,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.82,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.79,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.22,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.1,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.57,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.73,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.23,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.06,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.47,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.55,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.36,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.1,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.95,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4.98,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.22,1.11,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.84,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.14,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.02,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4.09,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.21,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.15,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.73,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.71,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.07,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.99,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.25,1.14,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Dead Tree,NA,20.5,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.82,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.3,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.18,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.41,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Teak,NA,34,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.13,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.72,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.3,1.5,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.72,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.53,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.4,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Dead Tree,NA,20.5,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.75,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.15,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,Dead Tree,NA,20.5,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.3,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.36,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.59,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.46,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.19,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.54,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,4.82,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.12,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.05,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.88,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,6.02,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.12,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.71,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.02,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.74,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,5.08,3.17,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,0.51,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.14,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.8,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.22,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.18,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.47,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.32,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.16,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.8,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,3.1,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.8,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.28,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.42,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.56,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,1.07,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 2,10x10,Tr,,NA,2.32,,,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.11,3.71,2.51,2.23,1.09,3.5,4.18,2.93,2.74,4.76,2.55,4.52,2.61,2.41,2.36,1.71,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,0.421,2.15,2.3,1.91,3.04,2.51,1.11,2.68,2.68,1.93,3.11,2.36,3.16,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,1.95,4.27,2.59,1.56,2.53,2.92,2.23,1.76,2.24,3,4.11,2.88,2.42,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.93,2.91,3.15,1.51,2.69,3.65,1.88,1.99,3.15,1.66,1.06,3.04,4.14,3.09,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,3.02,2.42,1.73,1.64,2.89,2.15,1.54,2.02,1.42,1.14,1.92,2.76,3.24,2.95,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.61,2.77,2.13,1.35,2.19,1.84,2.02,1.76,1.51,3.04,3.58,0.244,1.2,1.94,3.5,3.56,1.97,3.24,2.37,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.96,2.68,3.18,1.98,1.58,3.39,1.36,1.7,2.32,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,3.18,2.29,2.04,3.01,1.27,1.17,3.03,1.61,3.54,2.18,1.71,2.13,3.66,2.97,2,2.39,2.32,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.07,1.16,1.49,2.7,1.74,1.63,2.69,2.16,1.96,2.49,1.85,1.91,2.04,2.47,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co ,Coffee Robusta,NA,2.99,2.6,1.9,3,3.3,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 1,30x30,Tr,Tree,300,53.7,,,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co ,,NA,4,3.5,1.8,4.2,1.7,1.3,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,4.7,1.3,1.3,2,1.2,1,3.1,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,2.7,1.3,2.6,2,2.3,1.7,1.6,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,2.9,1,2.2,1.4,1,2.1,3.5,1.5,1.1,1.2,1.1,2.8,1,1.1,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,1.2,3,2.8,1.2,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,1.8,1.3,0.9,1.2,2,1.5,1.4,2.2,1.1,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,1.3,1.5,,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 2,10x10,Co,,NA,2,,,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,1.15,,,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,0.71,0.86,,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,0.81,0.75,0.61,1.89,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,1.31,2.27,0.86,0.1,0.7,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,2.3,1.63,2.47,2.5,1.95,1.2,2.55,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,1.1,1.84,1.36,3.4,0.61,1.1,0.8,2.28,0.93,3.15,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,3.71,1.7,0.92,0.63,2.39,1.35,0.82,1.07,2.29,1.08,0.84,0.96,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,2.9,1.9,0.66,1.35,1.1,0.9,3.8,3.95,1.1,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,2.5,0.8,2.6,3,1.08,1.25,3.1,0.85,1.05,2.4,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,0.9,3.3,1.45,0.8,1.48,4.3,1.3,2.8,3.7,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,1.2,0.85,3.55,2.95,0.7,3.5,1,1.1,3.95,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,0.75,2.4,1,0.7,1.2,3.25,3.68,3.15,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,3.55,3.58,1.22,0.98,0.95,3,0.95,1.15,2.5,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,2.9,0.35,3.57,4.15,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,4.1,4,3.85,3.7,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 3,10x10,Co,,NA,0.7,2.82,0.95,2.45,1.48,2.58,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,3.27,1.19,1.94,0.96,1.52,0.66,3.51,1.32,1.19,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,3.46,2.55,3.25,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,3.68,1.45,1.51,1.03,1.24,0.8,3.87,1.2,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,4.61,3.3,1.57,0.89,1.75,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,2.89,4.94,2.98,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,4.91,0.93,3.26,3.66,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,2.74,1.53,1.54,1.24,1.14,4.2,3.5,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,3.94,2.05,3.61,1.73,3.18,1.19,0.64,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,1.15,2.45,3.4,,,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,2.8,0.7,2.55,0.9,0.75,1.7,3.66,1.75,3.77,0.7,0.7,0.55,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,1.1,1.98,0.8,2.25,2.95,,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,1.15,2.8,3.05,3.5,1.34,1.4,,,,,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,0.82,1.55,1,3,0.7,0.9,1.5,3.68,1.7,1.6,,,,,,,,,,,,,
ADJU8,5/19/23,Plot 4,10x10,Co,,NA,2.84,3.75,3.3,0.64,0.68,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,2.9,2,2.8,4.2,1.6,2.1,3.2,1.5,2.2,2.2,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,3.2,3.4,2.3,1.9,2.3,2.5,2.5,2.8,1.8,2.6,2.8,2.2,1.5,0.8,1.7,1.2,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,2.3,1.8,1.5,,,,,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,2.5,3.2,3.4,2.1,2.6,2.6,2.3,,,,,,,,,,,,,,,,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,1,1.5,1.5,1.7,2,1,1.2,2.1,1.3,2.5,2.3,1.3,1.9,1.3,3,1,2.3,1.2,2,1.1,1,2,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,2,1.5,1.4,1.5,1.3,1.3,1.5,1.2,1.4,1.8,1.5,2.2,1.5,1.2,1.8,2.3,1.5,1.9,1.8,2.1,1.5,1.195,
ADJU7,5/19/23,Plot 5,10x10,Co,Robusta,NA,1.05,1.03,1.18,2.4,2.19,1.18,2.07,1.68,0.92,1.06,1.18,1.06,1.19,2.09,0.99,1.11,1.28,1.84,0.75,1.55,0.84,1.84,
ADJU8,5/19/23,Plot 2,Both,In,Inga Vera,301,5.65,3.23,4.38,3.17,3.52,3.46,3.02,2,2.32,2.22,1.18,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.54,1.12,2.11,1.11,,,,,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,2.82,1.21,1.69,0.73,3.29,3.4,,,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.4,3.1,1.23,0.83,0.99,3.8,0.87,0.9,3.09,0.88,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.5,2.03,0.85,1.05,2.94,2.69,2.27,0.98,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,2.63,1.08,0.75,2.3,0.91,2.26,1.17,0.72,1.11,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.01,0.81,1.58,3.2,0.69,0.9,2.25,1.08,1.1,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.26,2.53,1.06,1.35,2.57,1.33,1.46,,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,0.95,1.28,2.82,1.75,1.16,1.53,2.47,1.73,0.93,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,0.93,0.66,0.9,3.17,0.84,3.44,1.31,1.66,3.22,3.21,0.91,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,3.35,1.51,2.44,2.7,2.85,1.25,0.8,0.97,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,0.76,2.92,1.6,1.24,2.99,0.87,0.8,0.97,1.4,2.47,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.92,1.25,1.67,1.52,1.19,1.69,3.81,4.09,,,,,,,,,,,,,,,
ADJU 8 ,5/19/23,Plot 2,10x10,Co,,NA,1.69,1.23,1.86,1.17,0.77,0.77,0.65,1.35,,,,,,,,,,,,,,,